depth	min	max	median	mean
208	9002	12241	10042	10210
209	9020	12265	10062	10231
210	9036	12285	10083	10252
211	9054	12311	10104	10273
212	9072	12332	10123	10293
213	9092	12358	10145	10314
214	9111	12376	10166	10334
215	9125	12400	10187	10355
216	9145	12428	10207	10376
217	9166	12452	10228	10396
218	9184	12473	10248	10417
219	9197	12496	10269	10437
220	9216	12526	10288	10458
221	9233	12547	10309	10478
222	9247	12573	10329	10499
223	9262	12599	10348	10519
224	9279	12612	10369	10540
225	9297	12633	10390	10560
226	9316	12652	10411	10580
227	9334	12673	10430	10601
228	9350	12694	10451	10621
229	9368	12720	10472	10642
230	9384	12744	10493	10662
231	9399	12774	10514	10683
232	9417	12796	10535	10704
233	9441	12826	10555	10724
234	9459	12850	10574	10745
235	9473	12884	10595	10766
236	9493	12911	10615	10787
237	9513	12932	10634	10807
238	9529	12951	10655	10828
239	9545	12982	10676	10849
240	9568	12992	10693	10870
241	9587	13011	10714	10890
242	9612	13029	10736	10911
243	9627	13052	10757	10932
244	9649	13082	10777	10953
245	9665	13098	10798	10974
246	9680	13126	10819	10995
247	9697	13149	10841	11016
248	9718	13167	10863	11038
249	9737	13185	10886	11059
250	9756	13204	10908	11081
251	9774	13234	10927	11102
252	9793	13249	10948	11123
253	9813	13266	10970	11145
254	9828	13289	10991	11166
255	9844	13313	11014	11187
256	9869	13336	11035	11209
257	9888	13359	11056	11230
258	9904	13374	11077	11252
259	9922	13402	11099	11273
260	9941	13422	11120	11294
261	9958	13445	11141	11316
262	9979	13465	11161	11337
263	9998	13491	11182	11358
264	10019	13506	11204	11379
265	10035	13532	11228	11400
266	10054	13551	11252	11421
