depth,11.427433,11.228118,11.028802,10.829485,10.630171,10.430854,10.231538,10.032222,9.832907,9.633592,9.434276,9.23496,9.035644,8.836328,8.637013,8.437698,8.238382,8.039066,7.83975,7.640435,7.441119,7.241803,7.042488,6.843172,6.643856,6.444541,6.245225,6.045909,5.846593,5.647278,5.447962,5.248646,5.049331,4.850015,4.650699,4.451384,4.252068,4.052752,3.853437,3.654121,3.454805,3.25549,3.056174,2.856858,2.657542,2.458227,2.258911,2.059595,1.86028,1.660964,1.461648,1.262333,1.063017,0.863701,0.664386,0.46507,0.265754,0.066439,-0.132877,-0.332193,-0.531508,-0.730824,-0.93014,-1.129456
114,0,0,0.103287,0.155341,0.19932,0.222631,0.23498,0.238141,0.241254,0.252955,0.281787,0.33184,0.402906,0.489015,0.58357,0.68052,0.774958,0.862569,0.938542,1.000251,1.045267,1.076174,1.099292,1.128899,1.183853,1.289671,1.464568,1.726342,2.063872,2.457036,2.845333,3.161904,3.323729,3.270167,2.981545,2.502732,1.953819,1.515542,1.38381,1.709774,2.537567,3.74163,5.086744,6.212411,6.830492,6.742041,5.93989,4.614693,3.007883,1.462373,0.25289,0,0,0.009645,0.15681,0.479721,0.818759,1.020054,1.079305,1.00325,0.826618,0.596927,0.327238,0.075861
118,0,0,0.126867,0.192826,0.250011,0.282313,0.301916,0.310342,0.318329,0.335478,0.371233,0.42952,0.509308,0.603409,0.70497,0.809164,0.913435,1.016223,1.115027,1.2088,1.294022,1.370838,1.43908,1.506964,1.585809,1.698093,1.863726,2.109987,2.443781,2.868846,3.348166,3.832474,4.233861,4.46297,4.434226,4.101032,3.477903,2.655565,1.788014,1.057374,0.699837,0.750968,1.095785,1.721271,2.543191,3.278284,3.832445,4.112721,4.109166,3.836943,3.337412,2.694858,1.99336,1.338305,0.785021,0.41624,0.308411,0.370681,0.404051,0.374894,0.294291,0.202258,0.100558,0.027146
122,0,0,0.079013,0.127394,0.169592,0.19294,0.207273,0.213594,0.220066,0.233913,0.262495,0.309316,0.374594,0.453931,0.54282,0.637275,0.7339,0.828884,0.916181,0.990286,1.043975,1.074127,1.081227,1.074485,1.072462,1.102864,1.196766,1.386613,1.68337,2.084046,2.536011,2.963622,3.248918,3.277022,2.952177,2.255415,1.253171,0.144803,0,0,0.071918,0.439678,1.382462,2.977463,4.760776,6.087073,6.790831,6.763916,6.102124,5.02129,3.75839,2.599261,1.733954,1.272407,1.181474,1.333338,1.556384,1.702434,1.684977,1.48599,1.147773,0.757565,0.380729,0.083249
126,0,0.022336,0.197345,0.33339,0.434215,0.50806,0.549647,0.570642,0.584378,0.60747,0.654681,0.732731,0.84023,0.966964,1.10449,1.250137,1.407012,1.581054,1.776862,2.001324,2.253854,2.539339,2.850218,3.190753,3.546934,3.921464,4.289933,4.646133,4.960857,5.22025,5.398534,5.481908,5.455692,5.310238,5.042553,4.652772,4.147647,3.542137,2.852731,2.125173,1.380336,0.780176,0.242134,0.045265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0.101101,0.160561,0.211961,0.239762,0.255726,0.261246,0.266468,0.28055,0.312481,0.366122,0.440553,0.528892,0.624391,0.722344,0.820868,0.920045,1.019912,1.122453,1.226695,1.334406,1.443048,1.555396,1.669775,1.792568,1.924395,2.075291,2.248258,2.454175,2.69313,2.968185,3.266907,3.574443,3.862001,4.099009,4.253454,4.299676,4.223593,4.025725,3.716935,3.327367,2.884105,2.434012,2.001981,1.627529,1.316442,1.084013,0.920466,0.824641,0.78937,0.811312,0.886626,1.00899,1.169362,1.350079,1.527107,1.667309,1.733122,1.688791,1.508243,1.196874,0.707982,0.171776
134,0,0,0.092625,0.159098,0.216609,0.24628,0.262456,0.266679,0.270942,0.286088,0.322784,0.385825,0.474599,0.581813,0.700801,0.827744,0.962465,1.107222,1.263402,1.434388,1.617516,1.813349,2.013081,2.215428,2.409017,2.59441,2.76227,2.916842,3.056742,3.192035,3.329005,3.478798,3.643702,3.821551,3.996872,4.147176,4.244175,4.26076,4.177248,3.986668,3.692446,3.318773,2.889584,2.45001,2.024893,1.653617,1.341753,1.103417,0.925898,0.803673,0.722381,0.672039,0.640755,0.61962,0.599975,0.575059,0.539913,0.491523,0.430045,0.35792,0.280007,0.195778,0.103802,0.028653
138,0,0,0.073708,0.132062,0.182765,0.208735,0.223009,0.226882,0.231057,0.24512,0.278499,0.335347,0.415035,0.511037,0.617511,0.731288,0.852549,0.983702,1.126362,1.283978,1.454464,1.638786,1.829133,2.024696,2.214582,2.398935,2.567396,2.722496,2.860822,2.990595,3.117248,3.252056,3.399139,3.558799,3.718681,3.858797,3.952499,3.973239,3.901063,3.728017,3.456546,3.109103,2.708704,2.298715,1.903867,1.562134,1.27962,1.069518,0.920745,0.829444,0.786549,0.787661,0.828341,0.903202,1.004287,1.117183,1.222568,1.295358,1.309633,1.243622,1.085524,0.845078,0.493573,0.118936
142,0,0,0.056334,0.113095,0.151683,0.1788,0.189586,0.193459,0.196748,0.208831,0.237415,0.285778,0.352761,0.432333,0.519705,0.613485,0.716154,0.832722,0.96754,1.12611,1.307359,1.511915,1.729082,1.954239,2.169879,2.370394,2.53916,2.674832,2.773646,2.845976,2.905378,2.972658,3.065806,3.198023,3.368329,3.56254,3.752013,3.899079,3.965863,3.920466,3.744717,3.444,3.036126,2.569708,2.082136,1.632818,1.244351,0.949456,0.746481,0.639915,0.622339,0.686394,0.82146,1.009733,1.229588,1.449654,1.636124,1.75366,1.772959,1.674945,1.45351,1.126421,0.656322,0.158002
146,0,0,0.109425,0.182376,0.245217,0.277847,0.295671,0.300482,0.305168,0.321161,0.359286,0.423599,0.511914,0.615102,0.725499,0.840208,0.962078,1.098093,1.255585,1.443943,1.664813,1.921358,2.201478,2.499355,2.790789,3.066264,3.300444,3.488534,3.621988,3.710887,3.768528,3.815338,3.86691,3.930208,3.996864,4.045626,4.046734,3.970556,3.795124,3.514223,3.132451,2.679506,2.183416,1.69645,1.247116,0.877644,0.592962,0.403375,0.294195,0.256442,0.278001,0.3489,0.460724,0.60067,0.753772,0.898076,1.0106,1.069342,1.05948,0.976089,0.82497,0.624054,0.357717,0.085373
150,0.006223,0.224295,0.380406,0.514183,0.622484,0.6955,0.743314,0.772504,0.798463,0.835655,0.896842,0.984478,1.091666,1.201579,1.299188,1.376739,1.435019,1.480487,1.522824,1.573113,1.63898,1.726144,1.8326,1.957093,2.090537,2.230946,2.369744,2.510671,2.654647,2.814502,2.99804,3.217283,3.471421,3.754729,4.04446,4.310278,4.513917,4.616964,4.58856,4.410662,4.079377,3.618544,3.058129,2.462604,1.875549,1.36271,0.941295,0.634298,0.423138,0.293643,0.218632,0.176939,0.147798,0.125849,0.084624,0.052949,0.063703,0.057812,0.050409,0.037704,0.027155,0,0,0
